"glytoucan_ac","sequence_byonic"
"G78951XL","Hex(3)HexNAc(3)dHex(1) % 1259.46506188"
"G78955IC","Hex(6)HexNAc(7)dHex(1) % 2557.94102281"
"G78955JC","Hex(3)HexNAc(1)NeuAc(1)aldi(1) % 1000.35947451"
"G78956IC","Hex(6)HexNAc(6)dHex(1)NeuAc(3) % 3228.14790011"
"G78959US","Hex(2)HexNAc(2)NeuAc(1) % 1039.37037354"
"G78961SJ","Hex(3) % 504.1690352"
"G78961ZT","Hex(3)HexNAc(4)dHex(1)aldi(1) % 1464.56008456"
"G78977TF","Hex(3)HexNAc(4) % 1316.48652562"
"G78980OK","Hex(6)HexNAc(3)dHex(1) % 1745.62353238"
"G78983WZ","Hex(3)HexNAc(1)NeuGc(2) % 1321.42907034"
"G78986EI","Hex(8) % 1314.4331527"
"G78986LU","Hex(4)aldi(1) % 668.23750877"
"G78992FU","Hex(3)HexNAc(3)dHex(3) % 1551.58087963"
"G78999VN","Hex(3)HexNAc(3)dHex(2) % 1405.52297075"
"G79003DV","HexNAc(3)S(1) % 707.205497105"
"G79004VG","Hex(4) % 666.2218587"
"G79010NG","Hex(3)HexNAc(3)dHex(2)NeuAc(1) % 1696.61838739"
"G79010UT","Hex(5)HexNAc(5)dHex(1)NeuAc(1) % 2280.82487073"
"G79014VD","Hex(5)HexNAc(5)dHex(1) % 1989.7294541"
"G79017QZ","Hex(2)HexNAc(2) % 748.27495691"
"G79018NX","Hex(5)HexNAc(5)dHex(1)NeuAc(1) % 2280.82487073"
"G79021MB","Hex(2)HexNAc(3)dHex(1)aldi(1) % 1099.42788845"
"G79021WI","Hex(2)HexNAc(2)dHex(1)NeuAc(1)aldi(1) % 1187.44393248"
"G79023HI","Hex(10)HexNAc(2) % 2044.69754491"
"G79025AQ","Hex(2)HexNAc(1)S(1) % 625.152398895"
"G79026TT","Hex(6)HexNAc(5)dHex(1)NeuAc(3) % 3025.0685275"
"G79028QV","Hex(2)HexNAc(1)dHex(1) % 691.253493175"
"G79028VB","Hex(6) % 990.3275057"
"G79029KQ","Hex(3) % 504.1690352"
"G79029VZ","Hex(6)HexNAc(6)dHex(1) % 2354.8616502"
"G79031AA","Hex(3)HexNAc(1) % 707.248407805"
"G79033HI","Hex(4)HexNAc(1) % 869.301231305"
"G79035BB","Hex(4)HexNAc(2)dHex(1)NeuAc(2) % 1800.62934605"
"G79037RU","Hex(10)HexNAc(9)dHex(1)NeuAc(4) % 4776.69272856"
"G79040NI","Hex(7) % 1152.3803292"
"G79042KJ","Hex(7) % 1152.3803292"
"G79044TC","Hex(3)HexNAc(4)dHex(1)aldi(1) % 1464.56008456"
"G79045OC","Hex(4)dHex(1) % 812.27976757"
"G79051IT","Hex(6)HexNAc(5) % 2005.72436873"
"G79066FM","Hex(6)HexNAc(5)dHex(1)NeuAc(1) % 2442.87769423"
"G79066ZG","Hex(7)HexNAc(4) % 1964.69781962"
"G79070AX","Hex(5)HexNAc(3)dHex(2) % 1729.62861776"
"G79070VJ","Hex(7)HexNAc(6)dHex(1)NeuAc(3) % 3390.2007236"
"G79071YL","Hex(10)HexNAc(2) % 2044.69754491"
"G79073WA","Hex(1)dHex(1)HexN(1) % 487.190104975"
"G79083TK","Hex(3)HexNAc(5)dHex(1) % 1665.6238071"
"G79083TY","Hex(4)HexNAc(4)dHex(3) % 1916.71307573"
"G79084MU","Hex(7)HexNAc(6)dHex(1) % 2516.9144737"
"G79088GV","Hex(6)HexNAc(5)dHex(1)NeuAc(2) % 2733.97311086"
"G79089EU","Hex(6)HexNAc(6)dHex(1) % 2354.8616502"
"G79089IH","Hex(5)HexNAc(5) % 1843.67154523"
"G79093TF","Hex(3)HexNAc(4)dHex(2) % 1608.60234336"
"G79094AA","Hex(3) % 504.1690352"
"G79098NN","Hex(8)HexNAc(7)dHex(1)NeuAc(3) % 3755.33291971"
"G79099UV","Hex(7)HexNAc(6)NeuAc(4) % 3535.23823137"
"G79103DD","Hex(7)HexNAc(5)dHex(1) % 2313.8351011"
"G79107GH","Hex(4)HexNAc(1)NeuAc(2) % 1451.49206458"
"G79118OO","HexNAc(1)HexA(1)S(3) % 636.992469135"
"G79120BW","HexNAc(2)NeuGc(1)aldi(1) % 733.275291245"
"G79126UL","Hex(12)HexNAc(1) % 2165.72381931"
"G79127VA","Hex(6) % 990.3275057"
"G79132FD","Hex(6)HexNAc(5)dHex(2) % 2297.84018646"
"G79136PB","Hex(3)HexNAc(3)dHex(1) % 1259.46506188"
"G79137JG","Hex(6)HexNAc(5)dHex(1)NeuAc(2) % 2733.97311086"
"G79137TM","Hex(4)HexNAc(4) % 1478.53934912"
"G79137ZX","Hex(3)HexNAc(1)NeuAc(1) % 998.34382444"
"G79141MO","Hex(6)HexNAc(5)dHex(1)NeuAc(1) % 2442.87769423"
"G79150MP","Hex(1)HexNAc(1) % 383.142760805"
"G79151XT","Hex(1)HexNAc(3) % 789.301506015"
"G79157DT","Hex(3)HexNAc(4)dHex(1)aldi(1) % 1464.56008456"
"G79160YE","Hex(6)HexNAc(4)dHex(1)NeuGc(1) % 2255.79323626"
"G79162UM","Hex(5)HexNAc(5)NeuAc(2) % 2425.8623785"
"G79166HY","Hex(3)HexNAc(3)S(1) % 1193.3639676"
"G79167DN","Hex(6)HexNAc(3) % 1599.56562351"
"G79168XT","Hex(4) % 666.2218587"
"G79172UW","Hex(3)HexNAc(3) % 1113.40715301"
"G79176OI","Hex(8) % 1314.4331527"
"G79177NG","Hex(9)HexNAc(1) % 1679.5653488"
"G79183WP","Hex(6)HexNAc(6)dHex(1) % 2354.8616502"
"G79184DN","Hex(6)HexNAc(5)NeuAc(1)S(1) % 2376.77659995"
"G79187YF","Hex(5)HexNAc(4)dHex(1)NeuAc(2) % 2368.84091476"
"G79190JZ","Hex(3)HexNAc(6)dHex(2) % 2014.76108857"
"G79194SI","Hex(7)HexNAc(5)dHex(1)NeuAc(1) % 2604.93051773"
"G79195SF","Hex(6)HexNAc(6)dHex(3) % 2646.97746794"
"G79198BK","Hex(3)HexNAc(6) % 1722.64527083"
"G79198HM","Hex(3)HexNAc(6) % 1722.64527083"
"G79202GR","Hex(6)HexNAc(5)NeuAc(3)aldi(1) % 2881.0262687"
"G79204KL","Hex(6)HexNAc(6)dHex(3)aldi(1) % 2648.99311801"
"G79211JZ","HexNAc(4) % 830.32805512"
"G79212MF","Hex(2)HexNAc(1)S(2) % 705.109213485"
"G79214AG","Hex(3) % 504.1690352"
"G79215KX","Hex(2)HexNAc(2)S(2)aldi(1) % 910.20423616"
"G79215ZS","Hex(7)HexNAc(5)dHex(1)NeuAc(2) % 2896.02593437"
"G79222ND","Hex(3)HexNAc(4)dHex(2) % 1608.60234336"
"G79223ZW","Hex(1)HexNAc(1)aldi(1) % 385.158410875"
"G79224KH","Hex(2)HexNAc(2)dHex(2)S(1)aldi(1) % 1122.36323931"
"G79231KU","Hex(5) % 828.2746822"
"G79234KH","Hex(6)HexNAc(2) % 1396.48625091"
"G79242MX","Hex(11)HexNAc(2) % 2206.75036841"
"G79243QP","Hex(8)HexNAc(5)dHex(2) % 2621.94583346"
"G79245YF","Hex(2)HexNAc(1)dHex(1)aldi(1) % 693.269143245"
"G79247QI","Hex(5)HexNAc(4)NeuAc(1) % 1931.68758926"
"G79248YJ","Hex(3)HexNAc(1)NeuAc(2) % 1289.43924107"
"G79249GP","Hex(4)HexNAc(3) % 1275.45997651"
"G79249VN","Hex(4)HexNAc(1)dHex(1) % 1015.35914017"
"G79253ZP","HexNAc(4) % 830.32805512"
"G79254FF","Hex(3)HexNAc(2)dHex(1)NeuAc(1) % 1347.48110591"
"G79254LX","Hex(1)HexNAc(3)dHex(1) % 935.359414885"
"G79256WE","Hex(5)HexNAc(5)NeuAc(1) % 2134.76696186"
"G79265CF","Hex(3)HexNAc(3)dHex(1)NeuAc(2) % 1841.65589516"
"G79266IN","Hex(2)HexNAc(1)dHex(2) % 837.311402045"
"G79274RH","Hex(6)HexNAc(5) % 2005.72436873"
"G79277QK","Hex(3)HexNAc(2)NeuAc(1) % 1201.42319704"
"G79284PO","Hex(6)HexNAc(5)dHex(1) % 2151.78227759"
"G79286RS","Hex(7)HexNAc(6)dHex(4) % 2955.08820031"
"G79289LS","Hex(4)HexNAc(5)dHex(1)NeuAc(1)S(1) % 2198.72886182"
"G79293WO","Hex(2)HexNAc(2) % 748.27495691"
"G79297GB","Hex(3)HexNAc(1)NeuAc(1)NeuGc(1) % 1305.4341557"
"G79298QI","Hex(7)HexNAc(5) % 2167.77719222"
"G79300QI","Hex(7)HexNAc(6)dHex(1)NeuAc(2) % 3099.10530697"
"G79301FF","Hex(7)HexNAc(5) % 2167.77719222"
"G79302PB","Hex(9)HexNAc(8)dHex(1)NeuAc(4) % 4411.56053245"
"G79305CZ","Hex(6)HexNAc(4) % 1802.64499612"
"G79306TC","Hex(4)HexNAc(2) % 1072.38060391"
"G79308EQ","Hex(2)HexNAc(3)S(1)aldi(1) % 1033.32679418"
"G79309CF","Hex(5)HexNAc(4)dHex(1)NeuAc(1) % 2077.74549812"
"G79318PG","Hex(7)HexNAc(6)NeuAc(4) % 3535.23823137"
"G79333MY","Hex(1)HexNAc(1) % 383.142760805"
"G79337ZY","Hex(4)HexNAc(5)dHex(1) % 1827.6766306"
"G79340ZK","Hex(5)HexNAc(5)dHex(1)NeuAc(1) % 2280.82487073"
"G79342GW","Hex(4)HexNAc(1)NeuAc(2) % 1451.49206458"
"G79342RE","Hex(5)HexNAc(4)NeuAc(2) % 2222.78300589"
"G79344MI","Hex(3)HexNAc(8)dHex(1) % 2274.86192491"
"G79345TW","Hex(7)HexNAc(7)dHex(2) % 2866.05175518"
"G79346NF","Hex(4)HexNAc(4) % 1478.53934912"
"G79348ZY","Hex(4)HexNAc(4) % 1478.53934912"
"G79349EV","Hex(6)HexNAc(6)NeuAc(2) % 2790.9945746"
"G79351OB","Hex(4)HexNAc(3) % 1275.45997651"
"G79351ZW","Hex(6)HexNAc(5)NeuAc(3) % 2879.01061863"
"G79363XM","Hex(3)HexNAc(4) % 1316.48652562"
"G79364BI","Hex(2)HexNAc(1)aldi(1) % 547.211234375"
"G79365EN","Hex(5)HexNAc(4)dHex(2) % 1932.70799036"
"G79368CP","Hex(5)HexNAc(4)dHex(1)NeuAc(1)S(1) % 2157.70231272"
"G79369FE","Hex(4)HexNAc(5)dHex(2) % 1973.73453947"
"G79370VG","Hex(8)HexNAc(2) % 1720.59189791"
"G79375ZL","Hex(4) % 666.2218587"
"G79379XF","Hex(2) % 342.1162117"
"G79382TI","Hex(2)HexNAc(1) % 545.195584305"
"G79385UM","Hex(4)HexNAc(4) % 1478.53934912"
"G79388JI","Hex(7)HexNAc(7)dHex(1)NeuAc(2) % 3302.18467957"
"G79388TI","Hex(2)HexNAc(2)dHex(1)NeuAc(2)aldi(1) % 1478.53934912"
"G79389NT","Hex(2)HexNAc(1)NeuAc(1) % 836.29100094"
"G79394LC","Hex(5)HexNAc(5)dHex(2)NeuAc(1) % 2426.8827796"
"G79399YJ","Hex(3)HexNAc(1)HexA(1) % 883.280495865"
"G79404OF","Hex(5)HexNAc(4)dHex(1)NeuAc(1) % 2077.74549812"
"G79410LS","Hex(2)HexNAc(2)dHex(1)NeuGc(1) % 1201.42319704"
"G79412GP","Hex(4)HexNAc(6)dHex(1)NeuAc(1) % 2321.85141983"
"G79412YE","Hex(4)HexNAc(2)NeuAc(2) % 1654.57143718"
"G79413BC","Hex(4)HexNAc(1)dHex(1)NeuAc(1) % 1306.45455681"
"G79414JH","Hex(6) % 990.3275057"
"G79416RI","Hex(7)HexNAc(6)dHex(1)NeuAc(4) % 3681.29614024"
"G79420BT","Hex(6)HexNAc(4)NeuAc(1) % 2093.74041275"
"G79420SO","Hex(6)HexNAc(7)dHex(1) % 2557.94102281"
"G79436QA","Hex(4)HexNAc(2)dHex(2) % 1364.49642165"
"G79444AJ","Hex(4) % 666.2218587"
"G79446AH","Hex(2)HexNAc(1) % 545.195584305"
"G79446WY","Hex(5)HexNAc(4)NeuAc(1)aldi(1) % 1933.70323933"
"G79448RG","Hex(3)HexNAc(1)dHex(1)NeuAc(2) % 1435.49714995"
"G79449CY","Hex(3)HexNAc(1)dHex(1) % 853.306316675"
"G79457WN","Hex(4)HexNAc(6)dHex(1) % 2030.7560032"
"G79461MN","Hex(9)HexNAc(9)dHex(2) % 3596.31614739"
"G79462GQ","Hex(4)HexNAc(6)aldi(1) % 1886.7137444"
"G79464QJ","Hex(3)HexNAc(3) % 1113.40715301"
"G79464SD","Hex(3)HexNAc(3)NeuAc(2) % 1695.59798628"
"G79465SI","Hex(5)HexNAc(3)aldi(1) % 1439.52845009"
"G79471SO","Hex(3) % 504.1690352"
"G79473WX","Hex(4)HexNAc(5)dHex(1) % 1827.6766306"
"G79475GW","Hex(1)HexNAc(1)NeuAc(2) % 965.333594075"
"G79477YQ","Hex(6)HexNAc(3)NeuAc(1) % 1890.66104015"
"G79479GT","Hex(3)HexNAc(4)dHex(1) % 1462.54443449"
"G79485UE","HexNAc(2)HexA(2)S(2) % 936.14711521"
"G79492YL","Hex(2)HexNAc(2)dHex(1)NeuAc(1)aldi(1) % 1187.44393248"
"G79499QH","Hex(4)HexNAc(2)dHex(1) % 1218.43851278"
"G79500ZM","Hex(1)HexNAc(3)aldi(1) % 791.317156085"
"G79501FW","Hex(3)HexNAc(2)dHex(1) % 1056.38568928"
"G79501XB","HexNAc(1) % 221.089937305"
"G79502KM","Hex(6)HexNAc(4)aldi(1) % 1804.66064619"
"G79504ED","Hex(4)HexNAc(5)NeuAc(2) % 2263.80955499"
"G79508LR","Hex(6)HexNAc(6)dHex(2) % 2500.91955907"
"G79508WH","Hex(5)HexNAc(4) % 1640.59217262"
"G79510CB","Hex(9)HexNAc(5)dHex(1) % 2637.9407481"
"G79511VM","Hex(2)HexNAc(2) % 748.27495691"
"G79518SC","Hex(8)HexNAc(5) % 2329.83001573"
"G79520GQ","Hex(5)HexNAc(4)NeuAc(3) % 2513.87842253"
"G79520JL","Hex(2)HexNAc(1)dHex(2)aldi(1) % 839.327052115"
"G79523YN","Hex(4)HexNAc(4)dHex(1)NeuAc(1) % 1915.69267463"
"G79527AC","Hex(9)HexNAc(1) % 1679.5653488"
"G79533UR","Hex(3)HexNAc(1)NeuAc(3) % 1580.53465771"
"G79535HZ","Hex(2)HexNAc(2)dHex(2) % 1040.39077465"
"G79536OW","Hex(3)HexNAc(1)NeuAc(1) % 998.34382444"
"G79537QV","Hex(2)HexNAc(2) % 748.27495691"
"G79540ZR","Hex(7)HexNAc(5)NeuAc(4) % 3332.15885876"
"G79541AM","Hex(3)HexNAc(1)NeuAc(4) % 1871.63007435"
"G79544XM","Hex(2)NeuAc(1)NeuGc(1) % 940.3019596"
"G79546WW","Hex(7)HexNAc(3)dHex(1) % 1907.67635589"
"G79552AN","Hex(6)HexNAc(5)NeuAc(1) % 2296.81978536"
"G79553XF","Hex(5)HexNAc(5)dHex(1)NeuAc(2)aldi(1) % 2573.93593744"
"G79554OX","Hex(4)HexNAc(4)dHex(1) % 1624.59725799"
"G79556AB","Hex(5)HexNAc(4)dHex(2)NeuAc(1) % 2223.80340699"
"G79564AD","Hex(5)HexNAc(5)dHex(1)NeuAc(2) % 2571.92028737"
"G79564YR","Hex(4)HexNAc(5) % 1681.61872173"
"G79565XA","Hex(7)HexNAc(7)dHex(1)NeuAc(3)S(1) % 3673.2369108"
"G79568CQ","Hex(5)HexNAc(5) % 1843.67154523"
"G79568JT","Hex(8)HexNAc(7)dHex(3)NeuAc(4) % 4338.54415409"
"G79570OJ","Hex(3)HexNAc(2)NeuAc(1) % 1201.42319704"
"G79573BU","Hex(3)HexNAc(2) % 910.32778041"
"G79573GE","Hex(5)HexNAc(5)NeuGc(2) % 2457.85220776"
"G79577SJ","Hex(3) % 504.1690352"
"G79578JB","Hex(6)HexNAc(5)NeuAc(1) % 2296.81978536"
"G79585IY","Hex(5)HexNAc(3)dHex(2) % 1729.62861776"
"G79588PU","Hex(4)HexNAc(5)dHex(2) % 1973.73453947"
"G79588UI","Hex(2)HexNAc(1) % 545.195584305"
"G79595QQ","Hex(5)HexNAc(5)dHex(2) % 2135.78736296"
"G79600DE","Hex(2)HexNAc(3)dHex(1)S(1) % 1177.36905297"
"G79605VZ","Hex(3) % 504.1690352"
"G79606ME","Hex(4)HexNAc(6)dHex(1) % 2030.7560032"
"G79609RF","Hex(3)HexNAc(6)dHex(1) % 1868.7031797"
"G79614ZW","Hex(4)HexNAc(2)dHex(1)NeuAc(1) % 1509.53392942"
"G79617NL","Hex(4)HexNAc(6)dHex(1) % 2030.7560032"
"G79624PM","Hex(4)HexNAc(5)dHex(1) % 1827.6766306"
"G79625HM","Hex(4)HexNAc(2) % 1072.38060391"
"G79625ND","Hex(5)HexNAc(4)dHex(2)NeuAc(1) % 2223.80340699"
"G79627VE","Hex(1)HexNAc(2)dHex(1)NeuAc(1)aldi(1) % 1025.39110898"
"G79634CE","Hex(7)HexNAc(6)NeuAc(4)aldi(1) % 3537.25388144"
"G79635DB","Hex(8)HexNAc(7)dHex(6) % 3612.33621416"
"G79638YU","Hex(10)HexNAc(1) % 1841.61817231"
"G79640IJ","Hex(2)HexNAc(2)dHex(2)S(1) % 1120.34758924"
"G79643HZ","Hex(2)HexNAc(2)NeuAc(1)S(2)aldi(1) % 1201.29965279"
"G79643VQ","Hex(3)HexNAc(4)dHex(2) % 1608.60234336"
"G79646HD","Hex(6)HexNAc(4)NeuAc(2) % 2384.83582939"
"G79648LW","Hex(2)HexNAc(1)NeuAc(2) % 1127.38641757"
"G79662AK","Hex(9)HexNAc(5)dHex(1) % 2637.9407481"
"G79666IR","Hex(6)HexNAc(5)dHex(1)NeuAc(1) % 2442.87769423"
"G79667NI","Hex(4)HexNAc(5)dHex(2) % 1973.73453947"
"G79682WT","Hex(6)HexNAc(4)dHex(3) % 2240.81872273"
"G79690CD","Hex(1)HexNAc(2)dHex(1)aldi(1) % 734.29569235"
"G79691MO","Hex(3)HexNAc(2)dHex(2)aldi(1) % 1204.45924822"
"G79691XX","Hex(5)HexNAc(3)dHex(3)NeuAc(1) % 2166.78194326"
"G79694JG","Hex(4) % 666.2218587"
"G79695ME","Hex(3)HexNAc(3) % 1113.40715301"
"G79695PN","Hex(6)HexNAc(4)dHex(1)NeuAc(2) % 2530.89373826"
"G79702QE","Hex(7)HexNAc(6)NeuAc(2) % 2953.0473981"
"G79713BZ","Hex(6)HexNAc(3)NeuAc(1) % 1890.66104015"
"G79713XX","Hex(3)HexNAc(1)NeuAc(1)NeuGc(1) % 1305.4341557"
"G79717OY","Hex(3)HexNAc(1)dHex(1)NeuAc(1) % 1144.40173331"
"G79718RM","Hex(2)HexNAc(3) % 951.354329515"
"G79729FH","HexNAc(1)HexA(1) % 397.122025365"
"G79730DI","Hex(2)HexNAc(2)dHex(1)aldi(1) % 896.34851585"
"G79732HM","Hex(1)HexNAc(1)dHex(1)X(1) % 543.216319745"
"G79732PC","Hex(4)HexNAc(3)dHex(1)NeuAc(1)aldi(1) % 1714.62895209"
"G79733RV","HexNAc(2)NeuGc(1)aldi(1) % 733.275291245"
"G79739FS","Hex(1)HexNAc(1)NeuAc(1)aldi(1) % 676.25382751"
"G79743GA","Hex(3)HexNAc(2)dHex(2) % 1202.44359815"
"G79745PG","Hex(6)HexNAc(6)dHex(1)NeuAc(3) % 3228.14790011"
"G79754SY","Hex(8)HexNAc(2) % 1720.59189791"
"G79755IE","Hex(3)HexNAc(1)dHex(2) % 999.364225545"
"G79756UZ","Hex(5)HexNAc(3)dHex(3) % 1875.68652662"
"G79761XY","Hex(6)HexNAc(5)NeuAc(3) % 2879.01061863"
"G79762CW","Hex(7)HexNAc(11)dHex(4) % 3970.48506334"
"G79764DY","HexNAc(2)S(1) % 504.1261245"
"G79770RZ","Hex(3)HexNAc(4)dHex(1)aldi(1) % 1464.56008456"
"G79771YZ","Hex(3)HexNAc(3)dHex(1) % 1259.46506188"
"G79776GW","Hex(6)HexNAc(6)dHex(2) % 2500.91955907"
"G79779MR","Hex(2)HexNAc(3)dHex(1)aldi(1) % 1099.42788845"
"G79781PS","Hex(4)HexNAc(3)dHex(2) % 1567.57579425"
"G79787PB","Hex(2)HexNAc(2)aldi(1) % 750.29060698"
"G79790LK","Hex(5)HexNAc(6)dHex(2) % 2338.86673557"
"G79793CW","Hex(3) % 504.1690352"
"G79794WE","Hex(8)HexNAc(5)dHex(1) % 2475.8879246"
"G79798AT","Hex(2)HexNAc(3) % 951.354329515"
"G79803HS","Hex(4)HexNAc(9) % 2493.93621215"
"G79804QG","Hex(6)HexNAc(5)NeuGc(2) % 2619.90503126"
"G79807LP","Hex(5)HexNAc(2) % 1234.43342741"
"G79809MM","Hex(6)HexNAc(5) % 2005.72436873"
"G79810PX","Hex(6)HexNAc(3)dHex(1)NeuAc(1) % 2036.71894902"
"G79813UW","Hex(7)HexNAc(6)dHex(4) % 2955.08820031"
"G79815MA","Hex(8)HexNAc(7)dHex(2) % 3028.10457868"
"G79816PH","Hex(2)HexNAc(3)aldi(1) % 953.369979585"
"G79835GX","Hex(8)HexNAc(2) % 1720.59189791"
"G79849TQ","Hex(5)HexNAc(6)dHex(2) % 2338.86673557"
"G79852UE","Hex(6)HexNAc(6)dHex(1)NeuAc(2) % 2937.05248347"
"G79854UL","Hex(3)HexNAc(3)dHex(1)S(1)aldi(1) % 1341.43752655"
"G79855KD","Hex(2)HexNAc(3)aldi(1) % 953.369979585"
"G79861RM","Hex(6)HexNAc(5)dHex(2)NeuAc(3) % 3171.12643637"
"G79869GI","Hex(1)HexNAc(1)dHex(1)X(1) % 543.216319745"
"G79874FN","Hex(7)HexNAc(4)P(2) % 2124.63048147"
"G79874WM","Hex(4)HexNAc(1)dHex(1) % 1015.35914017"
"G79876YN","Hex(2)HexNAc(2)NeuAc(1)S(1)aldi(1) % 1121.3428382"
"G79878OX","Hex(4)HexNAc(4) % 1478.53934912"
"G79880TF","Hex(3)HexNAc(3)NeuAc(1)aldi(1) % 1406.51821972"
"G79889LU","Hex(6)HexNAc(5)dHex(3)NeuAc(1) % 2734.99351197"
"G79890WA","Hex(3)HexNAc(3)dHex(2) % 1405.52297075"
"G79896BV","Hex(6)HexNAc(9)dHex(1) % 2964.09976801"
"G79896CK","Hex(3)HexNAc(2)NeuAc(1) % 1201.42319704"
"G79896GR","Hex(2) % 342.1162117"
"G79906ZT","Hex(7)HexNAc(5)dHex(1)NeuAc(1)NeuGc(1) % 2912.020849"
"G79907FX","Hex(6)HexNAc(1) % 1193.4068783"
"G79913NJ","Hex(3)HexNAc(4) % 1316.48652562"
"G79915IB","Hex(2)HexNAc(3)dHex(4) % 1535.585965"
"G79916GF","Hex(12)HexNAc(2) % 2368.80319191"
"G79916NT","Hex(7)HexNAc(6)dHex(1) % 2516.9144737"
"G79920MY","Hex(3)HexNAc(2) % 910.32778041"
"G79924QN","Hex(6)HexNAc(4)dHex(1) % 1948.70290499"
"G79924RM","HexNAc(2) % 424.16930991"
"G79928VL","Hex(2)HexNAc(1) % 545.195584305"
"G79930EZ","HexNAc(2)HexA(2) % 776.23348603"
"G79930NT","Hex(2)NeuAc(1) % 633.211628335"
"G79939YZ","Hex(6)HexNAc(5)dHex(1)NeuAc(2) % 2733.97311086"
"G79941IJ","Hex(4)HexNAc(6)dHex(1)NeuAc(1) % 2321.85141983"
"G79950YS","Hex(7)HexNAc(6)NeuAc(3) % 3244.14281473"
"G79954CG","Hex(6)HexNAc(5) % 2005.72436873"
"G79958YT","Hex(6) % 990.3275057"
"G79961MR","Hex(4)HexNAc(5)NeuAc(1)S(1) % 2052.67095295"
"G79961NY","Hex(7)HexNAc(6)NeuAc(1)NeuGc(1) % 2969.04231273"
"G79966EV","Hex(1)HexNAc(1) % 383.142760805"
"G79968EZ","Hex(4)HexNAc(4)dHex(2)aldi(1) % 1772.67081693"
"G79973CM","Hex(7)HexNAc(6)dHex(1)NeuAc(4) % 3681.29614024"
"G79976GJ","Hex(2)HexNAc(2)dHex(1)NeuAc(2)aldi(1) % 1478.53934912"
"G79980BA","Hex(5)HexNAc(4)NeuGc(2) % 2254.77283515"
"G79982EE","Hex(2)dHex(1) % 488.17412057"
"G79982IL","Hex(5)HexNAc(3)NeuAc(1) % 1728.60821665"
"G79986LV","Hex(7)HexNAc(2)dHex(1) % 1704.59698328"
"G79989JJ","Hex(6)HexNAc(5)NeuAc(2) % 2587.915202"
"G79989ST","Hex(4) % 666.2218587"
"G79991RJ","Hex(2)HexNAc(2)dHex(1)aldi(1) % 896.34851585"
"G79992SX","Hex(2) % 342.1162117"
"G79996DQ","Hex(5)HexNAc(6) % 2046.75091783"
"G80000PF","Hex(7)HexNAc(6)NeuAc(2)NeuGc(1) % 3260.13772937"
"G80000SX","Hex(6) % 990.3275057"
"G80005YU","Hex(4)HexNAc(4) % 1478.53934912"
"G80012SO","Hex(3)HexNAc(4) % 1316.48652562"
"G80016QC","Hex(2)HexNAc(2)S(2) % 908.18858609"
"G80016QG","Hex(3)HexNAc(1) % 707.248407805"
"G80019AK","Hex(10)HexNAc(2) % 2044.69754491"
"G80019MD","Hex(3)HexNAc(4)dHex(1) % 1462.54443449"
"G80022XC","Hex(2)HexNAc(1)dHex(1) % 691.253493175"
"G80034HK","Hex(7)HexNAc(6)dHex(1)NeuAc(2) % 3099.10530697"
"G80047AR","Hex(6)HexNAc(5)NeuAc(4)aldi(1) % 3172.12168533"
"G80055EX","Hex(2)HexNAc(3)dHex(1) % 1097.41223838"
"G80062GG","Hex(3)HexNAc(2) % 910.32778041"
"G80066HR","Hex(1)HexNAc(1)S(1)aldi(1) % 465.115225465"
"G80068SW","Hex(1)HexNAc(2)dHex(1)NeuAc(2)aldi(1) % 1316.48652562"
"G80075MS","Hex(6)HexNAc(5)dHex(3)NeuAc(1) % 2734.99351197"
"G80075QC","Hex(7)HexNAc(6)NeuGc(2) % 2985.03722736"
"G80082VH","Hex(1)HexNAc(1)dHex(1) % 529.200669675"
"G80082XW","Hex(2)dHex(2) % 634.23202944"
"G80085JU","Hex(4)HexNAc(2)HexA(1) % 1248.41269197"
"G80085KS","Hex(7)HexNAc(6)dHex(1)NeuAc(4) % 3681.29614024"
"G80088VB","Hex(4)HexNAc(3)dHex(1)NeuAc(1) % 1712.61330202"
"G80092LU","Hex(3)HexNAc(3)NeuAc(2)S(1)aldi(1) % 1777.57045095"
"G80098ET","Hex(7)HexNAc(5)dHex(1) % 2313.8351011"
"G80098LK","Hex(1)HexNAc(1)NeuAc(1) % 674.23817744"
"G80102MT","Hex(1)NeuAc(1) % 471.158804835"
"G80105DI","Hex(4)HexNAc(4)dHex(1)NeuAc(1) % 1915.69267463"
"G80105XT","Hex(3)HexNAc(3)dHex(2)NeuAc(2) % 1987.71380403"
"G80111QD","Hex(1)HexNAc(1)NeuAc(2) % 965.333594075"
"G80113OB","Hex(4)HexNAc(4)dHex(1)S(1) % 1704.55407258"
"G80123RH","Hex(4) % 666.2218587"
"G80123ZU","Hex(5)HexNAc(4)NeuAc(2) % 2222.78300589"
"G80124PG","Hex(7)HexNAc(5)dHex(1) % 2313.8351011"
"G80130HV","Hex(3)HexNAc(2)NeuAc(1) % 1201.42319704"
"G80130IB","Hex(2)HexNAc(1)dHex(1) % 691.253493175"
"G80136EN","Hex(5)HexNAc(4)dHex(1) % 1786.65008149"
"G80138RC","Hex(5)HexNAc(4)dHex(1) % 1786.65008149"
"G80141XN","Hex(1)HexNAc(1)dHex(1)S(1) % 609.157484265"
"G80142NN","Hex(4)HexNAc(2)dHex(1) % 1218.43851278"
"G80147HT","Hex(2)HexNAc(2)NeuAc(1) % 1039.37037354"
